seed,rank_within_seed,departure_date,launch_epoch,arrival_epoch,total_dsm_kms,objective_total_dv_kms,c3_kms2,arrival_vinf_kms,total_tof_years,detail_file,detail_json_path
seed2718,39,2030-03-28,2030-Mar-28 05:20:43.200664,2035-Oct-21 05:57:12.975936,2.070692831156,2.070692831156,14.999999999827,5.869441439652,5.566120040031,rank_039.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_039.json
seed314,41,2030-03-28,2030-Mar-28 05:20:36.725400,2035-Oct-21 05:55:51.256946,2.070692831156,2.070692831156,14.999999999937,5.869442883943,5.566117655701,rank_041.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_041.json
seed2718,37,2030-03-28,2030-Mar-28 05:20:42.570974,2035-Oct-21 05:56:27.068297,2.070692831156,2.070692831156,14.999999999953,5.869442643017,5.566118605259,rank_037.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_037.json
seed314,43,2030-03-28,2030-Mar-28 05:20:35.872044,2035-Oct-21 05:55:37.929796,2.070692831156,2.070692831156,14.999999999972,5.869442939971,5.566117260430,rank_043.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_043.json
seed314,42,2030-03-28,2030-Mar-28 05:20:46.624286,2035-Oct-21 05:59:05.358396,2.070692831156,2.070692831156,14.999999999978,5.869439323865,5.566123492728,rank_042.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_042.json
seed2718,36,2030-03-28,2030-Mar-28 05:20:36.422274,2035-Oct-21 05:56:05.517277,2.070692831156,2.070692831156,14.999999999980,5.869442262205,5.566118117189,rank_036.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_036.json
seed2718,35,2030-03-28,2030-Mar-28 05:20:39.070610,2035-Oct-21 05:56:25.857037,2.070692831156,2.070692831156,14.999999999983,5.869442561552,5.566118677796,rank_035.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_035.json
seed2718,38,2030-03-28,2030-Mar-28 05:20:37.987705,2035-Oct-21 05:55:43.051789,2.070692831156,2.070692831156,14.999999999983,5.869443187687,5.566117355695,rank_038.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_038.json
seed2718,41,2030-03-28,2030-Mar-28 05:20:43.886905,2035-Oct-21 05:56:53.261019,2.070692831157,2.070692831157,14.999999999827,5.869441772793,5.566119393557,rank_041.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_041.json
seed2718,40,2030-03-28,2030-Mar-28 05:20:42.260174,2035-Oct-21 05:56:22.428378,2.070692831157,2.070692831157,14.999999999993,5.869442497712,5.566118468078,rank_040.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_040.json
seed314,45,2030-03-28,2030-Mar-28 05:20:43.600837,2035-Oct-21 05:58:41.005627,2.070692831157,2.070692831157,14.999999999994,5.869439550630,5.566122816843,rank_045.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_045.json
seed314,44,2030-03-28,2030-Mar-28 05:20:35.853034,2035-Oct-21 05:55:55.397914,2.070692831157,2.070692831157,14.999999999998,5.869442944603,5.566117814564,rank_044.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_044.json
seed2718,45,2030-03-28,2030-Mar-28 05:20:36.207294,2035-Oct-21 05:56:38.862914,2.070692831158,2.070692831158,14.999999999894,5.869441631086,5.566119180661,rank_045.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_045.json
seed2718,42,2030-03-28,2030-Mar-28 05:20:37.729755,2035-Oct-21 05:57:04.769593,2.070692831158,2.070692831158,14.999999999943,5.869441193213,5.566119953350,rank_042.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_042.json
seed2718,43,2030-03-28,2030-Mar-28 05:20:37.729755,2035-Oct-21 05:57:07.924662,2.070692831158,2.070692831158,14.999999999943,5.869441373805,5.566120053328,rank_043.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_043.json
seed2718,44,2030-03-28,2030-Mar-28 05:20:45.572786,2035-Oct-21 05:58:48.914722,2.070692831158,2.070692831158,14.999999999949,5.869439507184,5.566123004979,rank_044.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_044.json
seed2718,46,2030-03-28,2030-Mar-28 05:20:46.685891,2035-Oct-21 05:58:40.420904,2.070692831158,2.070692831158,14.999999999972,5.869439420156,5.566122700554,rank_046.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_046.json
seed2718,47,2030-03-28,2030-Mar-28 05:20:40.474799,2035-Oct-21 05:56:16.024401,2.070692831158,2.070692831158,14.999999999991,5.869442465681,5.566118321723,rank_047.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_047.json
seed2718,48,2030-03-28,2030-Mar-28 05:20:45.373872,2035-Oct-21 05:57:00.693254,2.070692831159,2.070692831159,14.999999999889,5.869441818128,5.566119581951,rank_048.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_048.json
seed314,47,2030-03-28,2030-Mar-28 05:20:44.988666,2035-Oct-21 05:58:04.546359,2.070692831159,2.070692831159,14.999999999947,5.869440915766,5.566121617540,rank_047.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_047.json
seed2718,49,2030-03-28,2030-Mar-28 05:20:45.620035,2035-Oct-21 05:58:59.827852,2.070692831159,2.070692831159,14.999999999953,5.869438813299,5.566123349298,rank_049.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_049.json
seed314,46,2030-03-28,2030-Mar-28 05:20:37.146935,2035-Oct-21 05:57:21.142107,2.070692831159,2.070692831159,14.999999999990,5.869440699349,5.566120490632,rank_046.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_046.json
